1,0,1,0,0,0.24,0.81,0,1,0.2879,0,16,6
1,0,1,1,0,0.22,0.8,0,1,0.2727,0,40,6
1,0,1,2,0,0.22,0.8,0,1,0.2727,0,32,6
1,0,1,3,0,0.24,0.75,0,1,0.2879,0,13,6
1,0,1,4,0,0.24,0.75,0,1,0.2879,0,1,6
1,0,1,5,0,0.24,0.75,0.0896,2,0.2576,0,1,6
1,0,1,6,0,0.22,0.8,0,1,0.2727,0,2,6
1,0,1,7,0,0.2,0.86,0,1,0.2576,0,3,6
1,0,1,8,0,0.24,0.75,0,1,0.2879,0,8,6
1,0,1,9,0,0.32,0.76,0,1,0.3485,0,14,6
1,0,1,10,0,0.38,0.76,0.2537,1,0.3939,0,36,6
1,0,1,11,0,0.36,0.81,0.2836,1,0.3333,0,56,6
1,0,1,12,0,0.42,0.77,0.2836,1,0.4242,0,84,6
1,0,1,13,0,0.46,0.72,0.2985,2,0.4545,0,94,6
1,0,1,14,0,0.46,0.72,0.2836,2,0.4545,0,106,6
1,0,1,15,0,0.44,0.77,0.2985,2,0.4394,0,110,6
1,0,1,16,0,0.42,0.82,0.2985,2,0.4242,0,93,6
1,0,1,17,0,0.44,0.82,0.2836,2,0.4394,0,67,6
1,0,1,18,0,0.42,0.88,0.2537,3,0.4242,0,35,6
1,0,1,19,0,0.42,0.88,0.2537,3,0.4242,0,37,6
1,0,1,20,0,0.4,0.87,0.2537,2,0.4091,0,36,6
1,0,1,21,0,0.4,0.87,0.194,2,0.4091,0,34,6
1,0,1,22,0,0.4,0.94,0.2239,2,0.4091,0,28,6
1,0,1,23,0,0.46,0.88,0.2985,2,0.4545,0,39,6
1,0,1,0,0,0.46,0.88,0.2985,2,0.4545,0,17,7
1,0,1,1,0,0.44,0.94,0.2537,2,0.4394,0,17,7
1,0,1,2,0,0.42,1,0.2836,2,0.4242,0,9,7
1,0,1,3,0,0.46,0.94,0.194,2,0.4545,0,6,7
1,0,1,4,0,0.46,0.94,0.194,2,0.4545,0,3,7
1,0,1,6,0,0.42,0.77,0.2985,3,0.4242,0,2,7
1,0,1,7,0,0.4,0.76,0.194,2,0.4091,0,1,7
1,0,1,8,0,0.4,0.71,0.2239,3,0.4091,0,8,7
1,0,1,9,0,0.38,0.76,0.2239,2,0.3939,0,20,7
1,0,1,10,0,0.36,0.81,0.2239,2,0.3485,0,53,7
1,0,1,11,0,0.36,0.71,0.2537,2,0.3333,0,70,7
1,0,1,12,0,0.36,0.66,0.2985,2,0.3333,0,93,7
1,0,1,13,0,0.36,0.66,0.1343,2,0.3485,0,75,7
1,0,1,14,0,0.36,0.76,0.194,3,0.3485,0,59,7
1,0,1,15,0,0.34,0.81,0.1642,3,0.3333,0,74,7
1,0,1,16,0,0.34,0.71,0.1642,3,0.3333,0,76,7
1,0,1,17,0,0.34,0.57,0.194,1,0.3333,0,65,7
1,0,1,18,0,0.36,0.46,0.3284,2,0.3333,0,53,7
1,0,1,19,0,0.32,0.42,0.4478,1,0.2879,0,30,7
1,0,1,20,0,0.3,0.39,0.3582,1,0.2727,0,22,7
1,0,1,21,0,0.26,0.44,0.3284,1,0.2273,0,31,7
1,0,1,22,0,0.24,0.44,0.2985,1,0.2121,0,9,7
1,0,1,23,0,0.22,0.47,0.1642,1,0.2273,0,8,7
1,0,1,0,0,0.22,0.44,0.3582,1,0.197,1,5,1
1,0,1,1,0,0.2,0.44,0.4179,1,0.1667,1,2,1
1,0,1,4,0,0.16,0.47,0.3881,1,0.1364,1,1,1
1,0,1,5,0,0.16,0.47,0.2836,1,0.1364,1,3,1
1,0,1,6,0,0.14,0.5,0.3881,1,0.1061,1,30,1
1,0,1,7,0,0.14,0.5,0.194,1,0.1364,1,64,1
1,0,1,8,0,0.14,0.5,0.2836,1,0.1212,1,154,1
1,0,1,9,0,0.16,0.43,0.3881,1,0.1364,1,88,1
1,0,1,10,0,0.18,0.43,0.2537,1,0.1667,1,44,1
1,0,1,11,0,0.2,0.4,0.3284,1,0.1818,1,51,1
1,0,1,12,0,0.22,0.35,0.2985,1,0.2121,1,61,1
1,0,1,13,0,0.24,0.35,0.2836,1,0.2121,1,61,1
1,0,1,14,0,0.26,0.3,0.2836,1,0.2424,1,77,1
1,0,1,15,0,0.26,0.3,0.2537,1,0.2424,1,72,1
1,0,1,16,0,0.26,0.3,0.2537,1,0.2424,1,76,1
1,0,1,17,0,0.24,0.3,0.2239,1,0.2273,1,157,1
1,0,1,18,0,0.24,0.32,0.1045,1,0.2576,1,157,1
1,0,1,19,0,0.2,0.47,0,1,0.2576,1,110,1
1,0,1,20,0,0.2,0.47,0.1045,1,0.2273,1,52,1
1,0,1,21,0,0.18,0.64,0.1343,1,0.197,1,52,1
1,0,1,22,0,0.14,0.69,0.1343,1,0.1515,1,20,1
1,0,1,23,0,0.18,0.55,0.1045,1,0.2121,1,12,1
1,0,1,0,0,0.16,0.55,0.1045,1,0.1818,1,5,2
1,0,1,1,0,0.16,0.59,0.1045,1,0.1818,1,2,2
1,0,1,2,0,0.14,0.63,0.1343,1,0.1515,1,1,2
1,0,1,4,0,0.14,0.63,0.0896,1,0.1818,1,2,2
1,0,1,5,0,0.12,0.68,0.1045,1,0.1515,1,4,2
1,0,1,6,0,0.12,0.74,0.1045,1,0.1515,1,36,2
1,0,1,7,0,0.12,0.74,0.1343,1,0.1515,1,94,2
1,0,1,8,0,0.14,0.69,0.1642,1,0.1515,1,179,2
1,0,1,9,0,0.16,0.64,0.2239,1,0.1515,1,100,2
1,0,1,10,0,0.16,0.69,0.3284,2,0.1364,1,42,2
1,0,1,11,0,0.22,0.51,0.2985,1,0.2121,1,57,2
1,0,1,12,0,0.22,0.51,0.1642,1,0.2273,1,78,2
1,0,1,13,0,0.24,0.56,0.194,1,0.2273,1,97,2
1,0,1,14,0,0.26,0.52,0.2239,1,0.2576,1,63,2
1,0,1,15,0,0.28,0.52,0.2537,1,0.2727,1,65,2
1,0,1,16,0,0.3,0.49,0.2537,1,0.2879,1,83,2
1,0,1,17,0,0.28,0.48,0.2239,1,0.2727,1,212,2
1,0,1,18,0,0.26,0.48,0.194,1,0.2576,1,182,2
1,0,1,19,0,0.24,0.48,0.1045,1,0.2576,1,112,2
1,0,1,20,0,0.24,0.48,0.1045,1,0.2576,1,54,2
1,0,1,21,0,0.22,0.64,0,1,0.2727,1,48,2
1,0,1,22,0,0.22,0.64,0.0896,1,0.2576,1,35,2
1,0,1,23,0,0.2,0.69,0.0896,1,0.2273,1,11,2
1,0,1,0,0,0.2,0.64,0,1,0.2576,1,6,3
1,0,1,1,0,0.16,0.74,0.0896,1,0.197,1,6,3
1,0,1,2,0,0.16,0.74,0.0896,1,0.197,1,2,3
1,0,1,4,0,0.24,0.48,0.2239,1,0.2273,1,2,3
1,0,1,5,0,0.22,0.47,0.1642,1,0.2273,1,3,3
1,0,1,6,0,0.2,0.47,0.2239,1,0.197,1,33,3
1,0,1,7,0,0.18,0.43,0.194,1,0.1818,1,88,3
1,0,1,8,0,0.2,0.4,0.2985,1,0.1818,1,195,3
1,0,1,9,0,0.22,0.37,0.3284,1,0.197,1,115,3
1,0,1,10,0,0.22,0.37,0.3284,1,0.197,1,57,3
1,0,1,11,0,0.26,0.33,0.3284,1,0.2273,1,46,3
1,0,1,12,0,0.26,0.33,0.3284,1,0.2273,1,79,3
1,0,1,13,0,0.28,0.3,0.2985,1,0.2576,1,71,3
1,0,1,14,0,0.3,0.28,0.194,1,0.2879,1,62,3
1,0,1,15,0,0.3,0.28,0.194,1,0.2879,1,62,3
1,0,1,16,0,0.3,0.28,0.0896,1,0.3182,1,89,3
1,0,1,17,0,0.24,0.38,0.194,1,0.2273,1,190,3
1,0,1,18,0,0.24,0.38,0.1343,1,0.2424,1,169,3
1,0,1,19,0,0.24,0.38,0.1045,1,0.2576,1,132,3
1,0,1,20,0,0.22,0.47,0.1642,1,0.2273,1,89,3
1,0,1,21,0,0.2,0.51,0.194,1,0.197,1,43,3
1,0,1,22,0,0.18,0.55,0.1343,1,0.197,1,42,3
1,0,1,23,0,0.2,0.47,0,1,0.2576,1,19,3
1,0,1,0,0,0.18,0.55,0,1,0.2424,1,11,4
1,0,1,1,0,0.16,0.64,0,1,0.2273,1,4,4
1,0,1,2,0,0.16,0.64,0,1,0.2273,1,2,4
1,0,1,4,0,0.16,0.64,0.0896,2,0.197,1,1,4
1,0,1,5,0,0.14,0.69,0.0896,2,0.1818,1,4,4
1,0,1,6,0,0.14,0.63,0.1045,2,0.1667,1,36,4
1,0,1,7,0,0.16,0.59,0,2,0.2273,1,95,4
1,0,1,8,0,0.16,0.59,0,1,0.2273,1,219,4
1,0,1,9,0,0.18,0.51,0,2,0.2424,1,122,4
1,0,1,10,0,0.2,0.47,0,1,0.2576,1,45,4
1,0,1,11,0,0.22,0.44,0.0896,1,0.2576,1,59,4
1,0,1,12,0,0.26,0.35,0,1,0.2879,1,84,4
1,0,1,13,0,0.26,0.35,0.1045,1,0.2727,1,67,4
1,0,1,14,0,0.28,0.36,0.1642,1,0.2727,1,70,4
1,0,1,15,0,0.28,0.36,0,1,0.2727,1,62,4
1,0,1,16,0,0.26,0.38,0.1642,1,0.2576,1,86,4
1,0,1,17,0,0.22,0.51,0.1642,1,0.2273,1,172,4
